0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0.0,7606.0,98.77922077922076,7091.0,92.0909090909091,6.688311688311687,6.656156343656344,77.0,55.0,22.0,0.7142857142857143,1657.2818509446192,28.0,5663.0,91.33870967741936,5829.0,94.01612903225808,-2.677419354838709,-2.664547146401985,62.0,23.0,39.0,0.3709677419354839,1581.902209091686,80.34756097560974,37.18414634146341,0.4627912271381954,17.312195121951216,6.262195121951219,0.36172161172161177,24.54634146341464,18.3,0.7455286168521459,44.03292682926831,11.726829268292684,32.579268292682926,22.268292682926827,7.240243902439025,5.6134146341463405,13.456097560975614,20.12682926829268,98.55731707317072,79.83170731707318,34.329268292682926,0.43002046989092896,17.228048780487804,5.8378048780487815,0.33885467544418496,22.85609756097561,17.45,0.7634724148970226,40.80365853658537,10.76829268292683,30.124390243902443,18.88536585365853,7.632926829268291,4.995121951219511,12.528048780487804,20.717073170731705,91.82804878048776
0.0,7606.0,98.77922077922076,7091.0,92.0909090909091,6.688311688311687,6.656156343656344,77.0,55.0,22.0,0.7142857142857143,1657.2818509446192,68.0,6533.0,94.68115942028986,6640.0,96.23188405797102,-1.5507246376811594,-1.5432692307692308,69.0,39.0,30.0,0.5652173913043478,1657.94790875305,80.34756097560974,37.18414634146341,0.4627912271381954,17.312195121951216,6.262195121951219,0.36172161172161177,24.54634146341464,18.3,0.7455286168521459,44.03292682926831,11.726829268292684,32.579268292682926,22.268292682926827,7.240243902439025,5.6134146341463405,13.456097560975614,20.12682926829268,98.55731707317072,78.36097560975611,36.24268292682927,0.4625093376494022,17.519512195121955,6.147560975609757,0.35089795350132263,21.06951219512195,16.457317073170735,0.7810962551368874,39.24268292682928,9.289024390243904,30.062195121951216,22.02439024390244,6.118292682926829,4.29390243902439,12.75609756097561,18.925609756097558,95.04512195121949
0.0,7606.0,98.77922077922076,7091.0,92.0909090909091,6.688311688311687,6.656156343656344,77.0,55.0,22.0,0.7142857142857143,1657.2818509446192,68.0,6533.0,94.68115942028986,6640.0,96.23188405797102,-1.5507246376811594,-1.5432692307692308,69.0,39.0,30.0,0.5652173913043478,1657.94790875305,80.34756097560974,37.18414634146341,0.4627912271381954,17.312195121951216,6.262195121951219,0.36172161172161177,24.54634146341464,18.3,0.7455286168521459,44.03292682926831,11.726829268292684,32.579268292682926,22.268292682926827,7.240243902439025,5.6134146341463405,13.456097560975614,20.12682926829268,98.55731707317072,78.36097560975611,36.24268292682927,0.4625093376494022,17.519512195121955,6.147560975609757,0.35089795350132263,21.06951219512195,16.457317073170735,0.7810962551368874,39.24268292682928,9.289024390243904,30.062195121951216,22.02439024390244,6.118292682926829,4.29390243902439,12.75609756097561,18.925609756097558,95.04512195121949
0.0,7606.0,98.77922077922076,7091.0,92.0909090909091,6.688311688311687,6.656156343656344,77.0,55.0,22.0,0.7142857142857143,1657.2818509446192,89.0,6290.0,98.28125,5922.0,92.53125,5.75,5.722355769230768,64.0,39.0,25.0,0.609375,1557.87414555811,80.34756097560974,37.18414634146341,0.4627912271381954,17.312195121951216,6.262195121951219,0.36172161172161177,24.54634146341464,18.3,0.7455286168521459,44.03292682926831,11.726829268292684,32.579268292682926,22.268292682926827,7.240243902439025,5.6134146341463405,13.456097560975614,20.12682926829268,98.55731707317072,78.10487804878049,35.97926829268292,0.4606532804546733,25.59024390243903,9.404878048780487,0.3675181090354556,25.59512195121951,17.763414634146343,0.6940156279778922,43.168292682926825,10.565853658536588,32.53414634146341,20.025609756097566,6.7926829268292686,4.752439024390243,14.557317073170733,20.047560975609763,99.23536585365852
0.0,7606.0,98.77922077922076,7091.0,92.0909090909091,6.688311688311687,6.656156343656344,77.0,55.0,22.0,0.7142857142857143,1657.2818509446192,117.0,8545.0,104.20731707317071,8385.0,102.25609756097559,1.951219512195122,1.9418386491557225,82.0,50.0,32.0,0.6097560975609756,1606.8459074661805,80.34756097560974,37.18414634146341,0.4627912271381954,17.312195121951216,6.262195121951219,0.36172161172161177,24.54634146341464,18.3,0.7455286168521459,44.03292682926831,11.726829268292684,32.579268292682926,22.268292682926827,7.240243902439025,5.6134146341463405,13.456097560975614,20.12682926829268,98.55731707317072,80.58292682926826,37.254878048780476,0.4623172614183239,17.24756097560976,6.052439024390244,0.3509156473166937,29.27682926829268,24.039024390243906,0.8210938476277754,42.79024390243902,10.984146341463418,31.82439024390244,20.403658536585365,7.917073170731707,5.954878048780487,13.557317073170733,22.46341463414634,104.90121951219513
0.0,7606.0,98.77922077922076,7091.0,92.0909090909091,6.688311688311687,6.656156343656344,77.0,55.0,22.0,0.7142857142857143,1657.2818509446192,201.0,6994.0,102.85294117647058,6685.0,98.30882352941177,4.544117647058823,4.522270927601809,68.0,47.0,21.0,0.6911764705882353,1678.198883423845,80.34756097560974,37.18414634146341,0.4627912271381954,17.312195121951216,6.262195121951219,0.36172161172161177,24.54634146341464,18.3,0.7455286168521459,44.03292682926831,11.726829268292684,32.579268292682926,22.268292682926827,7.240243902439025,5.6134146341463405,13.456097560975614,20.12682926829268,98.55731707317072,80.72439024390242,38.43780487804878,0.4761609813578271,21.131707317073168,8.34268292682927,0.3947945521698985,24.297560975609766,18.62317073170732,0.7664625577193334,41.95,10.237804878048783,31.80731707317073,22.42682926829268,7.437804878048781,4.5109756097560965,12.88658536585366,18.910975609756093,103.49512195121952
1.0,5105.0,94.53703703703705,4774.0,88.4074074074074,6.12962962962963,6.1001602564102555,54.0,37.0,17.0,0.6851851851851852,1732.1332943180216,15.0,4585.0,89.90196078431373,4865.0,95.3921568627451,-5.490196078431373,-5.463800904977377,51.0,18.0,33.0,0.35294117647058826,1673.7125848338944,66.6560975609756,30.131707317073175,0.4520472757876251,13.608536585365856,5.08780487804878,0.37386862622098743,16.97682926829268,12.141463414634144,0.715178507291143,37.53536585365853,11.036585365853655,26.32804878048781,18.58780487804877,5.619512195121952,4.678048780487805,10.830487804878047,13.859756097560975,77.45365853658534,63.881707317073186,27.94024390243902,0.4373747208063684,11.258536585365851,3.837804878048781,0.34087954939341425,17.73780487804878,13.55,0.7639051220350636,32.44390243902439,9.420731707317072,22.963414634146343,14.930487804878052,5.586585365853659,3.4024390243902443,11.68780487804878,15.690243902439024,73.19878048780487
1.0,5105.0,94.53703703703705,4774.0,88.4074074074074,6.12962962962963,6.1001602564102555,54.0,37.0,17.0,0.6851851851851852,1732.1332943180216,69.0,5244.0,93.64285714285714,5184.0,92.57142857142857,1.0714285714285714,1.0662774725274724,56.0,31.0,25.0,0.5535714285714286,1479.7461650494101,66.6560975609756,30.131707317073175,0.4520472757876251,13.608536585365856,5.08780487804878,0.37386862622098743,16.97682926829268,12.141463414634144,0.715178507291143,37.53536585365853,11.036585365853655,26.32804878048781,18.58780487804877,5.619512195121952,4.678048780487805,10.830487804878047,13.859756097560975,77.45365853658534,65.07804878048779,29.53048780487805,0.4537703320590661,16.304878048780488,5.969512195121952,0.36611817501869853,16.987804878048784,12.432926829268293,0.7318736539842066,33.237804878048784,8.009756097560977,25.163414634146342,18.17804878048781,6.436585365853659,3.6182926829268287,10.579268292682926,14.510975609756095,77.7951219512195
1.0,5105.0,94.53703703703705,4774.0,88.4074074074074,6.12962962962963,6.1001602564102555,54.0,37.0,17.0,0.6851851851851852,1732.1332943180216,111.0,5561.0,97.56140350877192,5693.0,99.87719298245615,-2.3157894736842106,-2.304655870445344,57.0,21.0,36.0,0.3684210526315789,1474.589728639406,66.6560975609756,30.131707317073175,0.4520472757876251,13.608536585365856,5.08780487804878,0.37386862622098743,16.97682926829268,12.141463414634144,0.715178507291143,37.53536585365853,11.036585365853655,26.32804878048781,18.58780487804877,5.619512195121952,4.678048780487805,10.830487804878047,13.859756097560975,77.45365853658534,66.34268292682927,28.673170731707312,0.4321979375379128,17.317073170731707,5.8012195121951216,0.335,20.29878048780487,15.741463414634149,0.7754881345749478,35.18536585365853,9.802439024390242,25.47439024390244,15.82682926829268,5.417073170731707,3.6170731707317074,11.859756097560975,14.847560975609756,78.78658536585365
2.0,7115.0,93.61842105263158,7154.0,94.13157894736842,-0.5131578947368421,-0.5106907894736843,76.0,42.0,34.0,0.5526315789473685,1648.4440671010116,35.0,7947.0,96.91463414634147,7879.0,96.08536585365853,0.8292682926829268,0.825281425891182,82.0,46.0,36.0,0.5609756097560976,1725.2754177225256,81.65853658536585,35.71951219512195,0.4374253285543608,15.323170731707318,5.475609756097561,0.35734182252288094,21.086585365853665,16.330487804878054,0.7744491353883522,43.08536585365853,12.671951219512193,30.57926829268293,23.04756097560976,7.208536585365854,5.086585365853658,13.796341463414636,19.726829268292686,93.24878048780485,79.69390243902437,35.78048780487806,0.4489739705274757,21.485365853658532,7.718292682926829,0.35923487342490634,23.77439024390243,17.431707317073172,0.7332136445242373,42.70975609756098,12.778048780487802,30.012195121951212,20.042682926829265,7.192682926829265,5.009756097560976,13.970731707317071,18.41219512195123,96.88170731707321
